segment_1,segment_2,segment_3,segment_4,segment_5,segment_6,segment_7,segment_8,segment_9,segment_10,segment_11,segment_12,segment_13,segment_14,segment_15,segment_16,segment_17,segment_18,segment_19,segment_20,segment_21,segment_22,segment_23,segment_24,segment_25,segment_26,segment_27,segment_28,segment_29,segment_30,segment_31,segment_32,segment_33,segment_34,segment_35,segment_36,segment_37,segment_38,segment_39,segment_40,segment_41,segment_42
0.8190367370914501,0.8190592487972211,0.8190595000877005,0.8195630370354662,0.8189798688620727,0.8191439257272085,0.8190593644803595,0.8188569354133709,0.5768949059836447,0.7277444651430242,0.8174558963788913,0.8176940637511428,0.8186242446582378,0.8172572556387371,0.8190469011320175,0.5885291455655787,0.41137536559947174,0.5073468804381928,0.3188721018669072,0.30640179137411117,0.27091126909272656,0.6574361377098424,0.5847570482637586,0.29101098443552376,0.30859662141649924,0.2685040086485384,0.2357666028902874,0.2644080193306344,0.8299299813386997,0.5868756553008049,0.3157597360472857,0.30668116571741966,0.20949098310428826,0.3148246465265271,0.17783769371552738,0.8190233893637696,0.5786782325260228,0.838576470900053,0.859670899650037,0.5838549317799219,0.8028538211737718,0.514733919951336
0.8190367369541728,0.8190609531192553,0.8190587865829192,0.8194617358561568,0.8191730465213013,0.8190065770241132,0.8190603932148656,0.8187055331757697,0.6665554355076012,0.6959803502678962,0.8178400007576015,0.8182069914915407,0.8184854080320848,0.816938331279481,0.8190513407152015,0.6707084451336666,0.3877899393098251,0.4921382136472837,0.3403661813103235,0.2923735767690714,0.29211385084984676,0.5965692686685232,0.6629590165787461,0.30028703510017785,0.2770674524290524,0.2800646042791448,0.2259151670463777,0.26705651877445336,0.8300578446722725,0.6696991376200415,0.31426109087280163,0.306524638722973,0.22491740134583327,0.3067761019439824,0.17322095869995202,0.8190269839653151,0.6646207925583895,0.8087447417298873,0.7268034394619759,0.6886348056751938,0.7913780215318519,0.454928802377944
0.819036738713835,0.8190616413186099,0.819058446112373,0.8192899883887647,0.8193099600945631,0.8188705572922924,0.8190610668660544,0.81864150976445,0.7545583331312152,0.6821717284373067,0.8180373099320074,0.8185059345291185,0.8180442359622727,0.816826563294457,0.819053656323225,0.749345040660821,0.3643726114822955,0.45755986781054914,0.3709342702021591,0.28726072274543224,0.3201438640854726,0.49916195527385365,0.7400330083325707,0.30252776549915583,0.24616049930338968,0.2950962260094786,0.21853537697736802,0.2780861224675838,0.8291638755927982,0.7556534499151569,0.31380335248622704,0.30111384409944086,0.2448716482628467,0.28936269418127114,0.184865244949457,0.8190367361195122,0.7512644646643037,0.7976472382223155,0.5765014601113404,0.7772763007940887,0.7917721890393824,0.442121664994816
0.8190367423912529,0.8190615610892665,0.8190587898057852,0.8190845683881861,0.819354793309086,0.8187517273498653,0.8190612755320296,0.8187335349394499,0.8226561567062246,0.6877845436276205,0.8180794530659498,0.8184928893090367,0.8173197694263438,0.8168551719385188,0.8190528030514218,0.8075712029909522,0.3481665462287893,0.41192290593155534,0.4005780268374589,0.28514202153133295,0.3422375205979532,0.38821743168317935,0.8007118311222284,0.2970556762001644,0.22380353367088524,0.30935498575708864,0.21351239192377858,0.29366400699896256,0.827367882812673,0.8243099305765332,0.3112580360131876,0.2917606713787334,0.2686251114621311,0.27077978383107904,0.21486939815739792,0.8190508120284344,0.8200280588456194,0.8090408290501107,0.43922504003508267,0.8329922836780007,0.8008303306895644,0.47474163066292585
0.8190367471213184,0.8190610553482117,0.8190599549919478,0.8188916178914806,0.819295447755033,0.8186643897312175,0.8190610937295447,0.8190079283476751,0.8613765046951071,0.7099250159806799,0.8180198881895223,0.8181454019126572,0.8164127117714216,0.8169409407477924,0.819048617199723,0.8387597530449483,0.3401717462645696,0.3623061802574373,0.4185638776069064,0.2791164578217721,0.3513058183241271,0.29201105360197943,0.8388092386225822,0.2853937957065348,0.21613461292724956,0.31873822388185913,0.21185158747996036,0.30915209715409975,0.8249352764110512,0.8629971649438927,0.30575764791692894,0.2838247907174548,0.29502211987057536,0.2586949525411708,0.25767785803967025,0.8190645404436981,0.8605578544421314,0.8362031968002269,0.3448512582435014,0.8520357838762876,0.8138386813180502,0.5338297210317476
0.8190367511637476,0.8190604536447,0.8190617633316358,0.8187498923075033,0.8191507551258862,0.8186164589146306,0.8190606998435138,0.8194175781308805,0.871051262660757,0.7421940246297877,0.817905634889727,0.8175238126538901,0.8154937080798067,0.8170270057197825,0.8190421395753954,0.8471925489015847,0.3362085143798482,0.31531481122836136,0.4193419826366168,0.26679805605733686,0.34804229219699556,0.23636089260138526,0.857226917954622,0.27091346512809544,0.2255159992200212,0.32069992790203816,0.21560213216621582,0.32036933989377303,0.8222334235718126,0.8695353367211244,0.29938885276257055,0.28263342715894013,0.320402143922098,0.2557168937195511,0.30149134920935994,0.8190713384921945,0.8722113427747286,0.8645951903815575,0.31476761824906385,0.8431086319980018,0.826237148960638,0.5899888130155467
0.8190367523267591,0.8190599913646185,0.8190636619130306,0.8186778235139661,0.8189660337577006,0.8186075732463435,0.8190602866031523,0.8198313371807456,0.8594969716378767,0.7766001701750714,0.8177652904296965,0.8167630626743284,0.8147645219478595,0.8170994413078508,0.8190356039134857,0.8443234849958902,0.33138388369959715,0.2786024459993459,0.40524827962500976,0.25243792859322534,0.33827895954802856,0.23757580424592328,0.8640510130792237,0.2580334444767862,0.24949896415495643,0.3151425435273685,0.2265587531451294,0.32430694486289846,0.8196693107712959,0.8513889398269797,0.29511173177563765,0.2889146782037667,0.33853061663567274,0.2586220062737399,0.33344852585129214,0.8190649499018788,0.8620804311240774,0.8768210025803923,0.3552721303010551,0.822602452523635,0.8346234499026876,0.6157568670598145
0.8190367487897717,0.8190597757655748,0.8190648127145873,0.8186694553126767,0.81879783474769,0.8186298684729448,0.8190599942680638,0.8200579356661325,0.8378843704009612,0.8058967718761404,0.8176179383142413,0.8160489214804622,0.8144027898699856,0.8171778900913741,0.8190319626732184,0.8424877466513031,0.32458238449458576,0.2603769478477109,0.3842013700123522,0.2442521229045812,0.32814747211529727,0.29806488311655266,0.8668683009479806,0.2510420593126149,0.28117685575744744,0.3043525314833766,0.24449105158788165,0.3195391755005518,0.8176091818487766,0.8221620255310379,0.2939393059338897,0.2972954354849402,0.3434615476805759,0.261582278063501,0.3455368464030961,0.8190425394165893,0.8410194702991743,0.858555353992927,0.4552835757361463,0.8077092731276446,0.8371376941652259,0.5978335699912211
0.8190367401178013,0.8190597977984849,0.8190643553001665,0.8186999060131989,0.8186938582445812,0.8186701887298019,0.8190598811961988,0.8199085685565392,0.8166039315679564,0.8254671194938729,0.8174949589852393,0.8155801155420835,0.8145081870708465,0.8172909473607987,0.8190339267147752,0.8486727556496417,0.31949432586012483,0.2660928265369723,0.3641236327883518,0.2489485825717942,0.3207528705527034,0.4059130823922611,0.867965325907662,0.2527752991310803,0.3109754822935411,0.2920218272877857,0.2661511503917964,0.30662837896852535,0.8162961484881236,0.7968595654833793,0.293898098973182,0.2992653678749434,0.3336765489554814,0.26080783661521134,0.3376679989118171,0.8190075842616619,0.8194916189388591,0.8037808423221428,0.5897489971864037,0.8097825236768345,0.8334836415784789,0.5432964730250168
0.8190367280793543,0.8190599740628056,0.8190617973881203,0.8187369798712211,0.8186763553003241,0.8187128373044862,0.8190599299070142,0.8192861091441231,0.802469998614029,0.8341215719959792,0.8174582412026182,0.815520941601107,0.8150686339690335,0.8174506019527775,0.8190426857777965,0.8607692036928304,0.32141463195859854,0.2943700246271155,0.3481097205863709,0.26730050476945033,0.31641936053971353,0.5386225329266902,0.8625197265084178,0.2635694002455762,0.3294453800088447,0.28183677901708937,0.28595178369585994,0.28847429353585674,0.8157969275597828,0.7872605978473658,0.29172826582870504,0.2887597129600975,0.3143609335946592,0.2571892933146077,0.3162933436243941,0.8189711216999479,0.804635639829064,0.7176388174157072,0.7275267269628333,0.8299749653371554,0.8248411134256722,0.4767020588913543
