mean,std,variance,max,min,skewness,kurtosis,mean_freq,max_freq,Longitude,Latitude,segment
0.7444751756594701,0.173171693566157,0.029988435452570978,0.9894708237250829,0.04885414579660208,-1.1740319383070508,0.3535370519347456,-0.0005632786530072065,0.49987654320987657,11.891940331870286,6030.248922841708,2
0.7433315458552293,0.17363270998782557,0.03014831797771634,0.9942784937833842,0.03647070235898142,-1.169444178391125,0.3467983031690056,-0.0005879475646138036,0.49987654320987657,11.82038187388786,6020.9855214273575,3
0.7440914858639418,0.1722063245349866,0.029655018209849126,0.9779713478841559,0.05935805489589857,-1.2192642958139988,0.5297490108241871,-0.0005368669585082617,0.49987654320987657,11.730198898491906,6027.141035497929,4
0.7464992139631471,0.1698597513056211,0.028852335113607443,0.9909939285900724,0.059520655752545615,-1.2874866956661697,0.7655308371666156,-0.00042070706896326683,0.49987654320987657,11.660662408193705,6046.643633101492,5
0.7498780466226657,0.16843365821056827,0.028369897218194533,0.9785232950056613,0.08071956347247589,-1.3417576375809126,0.8853446875661231,-0.0002696134627290953,0.49987654320987657,11.613989602358936,6074.012177643592,6
0.7533898048769275,0.16908659014353314,0.028590274966367162,0.9819761953628434,0.057292265570465406,-1.3755011197540297,0.8890911670021802,-0.0001203289978715385,0.49987654320987657,11.638529518783189,6102.457419503113,7
0.7563168365076236,0.17127886348575602,0.02933644907697225,0.991154674253304,0.05404261030260166,-1.4032754990811165,0.9406901623818968,-6.1504531209190596e-06,0.49987654320987657,11.75766339119024,6126.16637571175,8
0.758250251174144,0.17336176292781716,0.03005430084544068,0.984639827170902,0.045324062619053807,-1.4256629499179587,1.042366761366548,-5.511025816895256e-05,0.49987654320987657,11.916904151863475,6141.827034510567,9
0.7591297042039534,0.17398104248231652,0.030269403143233623,0.9861840074264339,0.02105052199880414,-1.430168887206735,1.0704567955884752,-6.506961563119992e-05,0.49987654320987657,12.01045960068506,6148.950604052023,10
0.7591537317497378,0.17290718756539097,0.029896895511773294,0.9916653551574899,0.02762124305467073,-1.4225067960699211,1.0325999093733076,-3.7994216337277556e-05,0.49987654320987657,11.952546650945827,6149.145227172876,11
0.7586277584388046,0.17089801664793638,0.02920613209419834,0.9928923683488831,0.019831460141305046,-1.4240867549771137,1.0396053165633674,-7.3573851478797094e-06,0.49987654320987657,11.818022578689451,6144.884843354318,12
0.7578248386033071,0.16903351654761495,0.028572329716452818,0.9843072211052526,0.029838113837059643,-1.4343814642297048,1.103357547635988,-5.0941109639902814e-05,0.49987654320987657,11.6894195396945,6138.3811926867875,13
0.7569090211506586,0.16809633088159398,0.028256376455854326,0.9917123569173665,0.07403494714338482,-1.4281146841013326,1.1067040305412252,-7.586930625546648e-05,0.49987654320987657,11.614743165273829,6130.963071320335,14
0.7559324220225403,0.16831385481416902,0.028329553722405167,0.9900115683361548,0.037249044992490765,-1.4027527027114928,1.011712504368588,-7.29385580776787e-05,0.49987654320987657,11.619348462835806,6123.052618382577,15
0.7548848246761409,0.16945487768927367,0.028714955572686697,0.9935293429957721,0.055147676568574444,-1.3861522904169268,0.9491183150792577,-4.278376247646626e-05,0.49987654320987657,11.690453127109132,6114.567079876741,16
0.7537600602123328,0.17110482481427217,0.029276861074722764,0.9888038715288752,0.054770795114730764,-1.3875407834693798,0.9681253791504485,-5.890446989302992e-06,0.49987654320987657,11.807455441705306,6105.456487719895,17
0.7526060902497913,0.17291891384333713,0.02990095076475945,0.9739677292659543,0.008247287835205286,-1.385192829759576,0.9392223904803991,-6.070506927024394e-05,0.49987654320987657,11.872711292930619,6096.10933102331,18
0.751538891833183,0.17469175949766658,0.03051721083639058,0.9855162666116771,0.008876411422011954,-1.3678632587232433,0.8322707212996829,-0.00010982827840641213,0.49987654320987657,11.894029307141443,6087.465023848783,19
0.7507174800460052,0.17622353354000161,0.031054733773324076,0.9830110948124102,0.03195428461830491,-1.3540786725857774,0.7873170541648173,-0.0001435283325865572,0.49987654320987657,11.920376249657968,6080.811588372642,20
0.7502936333272564,0.1771717261911128,0.03138982056153864,0.9904884623745256,0.03778558299789686,-1.359740038394593,0.8394856003265456,-0.00015692831481352247,0.49987654320987657,11.936756616626532,6077.378429950777,21
0.750359455287679,0.17712876516902087,0.031374599450302146,0.9769609096021461,0.024540618357794586,-1.3701551656388222,0.8625490437370225,-0.0001496896359113124,0.49987654320987657,11.956771386601776,6077.9115878302,22
0.7509144338870158,0.175937169290321,0.030953887537891068,0.9857182277287488,0.03369156826884029,-1.3623511116515734,0.8011250195732007,-0.00012629454149859612,0.49987654320987657,11.920023950401516,6082.406914484827,23
0.7518626538364793,0.1739669382731931,0.030264495612148973,0.9930985470925187,0.03232735515068946,-1.344726943330151,0.7530847158050173,-9.260435611412172e-05,0.49987654320987657,11.840886028831058,6090.087496075482,24
0.7530375807672155,0.17204130776909007,0.02959821157889877,0.9914394516774843,0.07474850118510429,-1.3522951479640737,0.824183610930032,-5.557971974605486e-05,0.49987654320987657,11.749294850546478,6099.604404214447,25
0.7542433735680478,0.17096547082243907,0.029229192213538268,0.9875447142129883,0.041049538569421895,-1.3934866112413677,0.979331522239069,-2.233460221863685e-05,0.49987654320987657,11.688793010732125,6109.371325901187,26
0.755299636884699,0.1709915017406121,0.029238093667509745,0.9819191507507263,0.06380605973623499,-1.4291525025789622,1.0701636727225008,-1.0605637694299347e-06,0.49987654320987657,11.675337419105372,6117.927058766063,27
0.7560782524931019,0.17167667991891059,0.02947288242798008,0.9987573656066848,0.06697292158129176,-1.429164052782816,1.034822946501829,-1.1143904087071534e-05,0.49987654320987657,11.716077356887931,6124.233845194125,28
0.7565240851971116,0.17225020270320773,0.029670132331296156,0.9886967993482034,0.050927469309621276,-1.4129048927981875,0.9749605105707793,-7.759110037592117e-06,0.49987654320987657,11.766213869555184,6127.845090096604,29
0.7566559460655259,0.17216218731306074,0.029639818740417413,0.9912498323749981,0.04521675739254011,-1.4103312287614373,0.9817733068337513,-6.5259243532852995e-06,0.49987654320987657,11.75545914541001,6128.913163130759,30
